25 600
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
1 2 460.163
1 3 -396.187
1 4 883.361
1 5 -305.38
1 6 -32.8963
1 7 66.2163
1 8 901.071
1 9 363.371
1 10 997.374
1 11 274.945
1 12 -825.858
1 13 463.094
1 14 -930.772
1 15 -470.323
1 16 -782.622
1 17 215.771
1 18 238.244
1 19 521.902
1 20 -580.061
1 21 71.7124
1 22 -708.914
1 23 -537.925
1 24 401.599
1 25 -598.076
2 1 -573.039
2 3 -175.0
2 4 -454.446
2 5 -357.898
2 6 574.237
2 7 124.475
2 8 -590.015
2 9 -180.497
2 10 553.902
2 11 -822.439
2 12 -310.509
2 13 -592.58
2 14 272.686
2 15 -714.532
2 16 -572.489
2 17 441.66
2 18 -874.651
2 19 765.806
2 20 -836.667
2 21 -169.688
2 22 -195.153
2 23 279.586
2 24 -302.693
2 25 -189.535
3 1 695.517
3 2 394.515
3 4 -835.568
3 5 -531.269
3 6 -950.864
3 7 806.538
3 8 -891.445
3 9 -719.357
3 10 -871.231
3 11 673.289
3 12 -765.585
3 13 -404.248
3 14 494.3
3 15 489.414
3 16 -465.743
3 17 -990.191
3 18 635.427
3 19 941.497
3 20 -528.154
3 21 -435.698
3 22 -867.201
3 23 -821.095
3 24 914.444
3 25 702.051
4 1 -467.331
4 2 -51.0945
4 3 492.712
4 5 926.291
4 6 118.429
4 7 9.36241
4 8 91.5593
4 9 -904.391
4 10 -220.74
4 11 -712.639
4 12 -860.545
4 13 296.38
4 14 154.947
4 15 -801.92
4 16 -598.992
4 17 214.733
4 18 241.053
4 19 -431.362
4 20 -52.4379
4 21 975.084
4 22 651.549
4 23 607.824
4 24 -997.092
4 25 350.73
5 1 -282.663
5 2 -646.869
5 3 349.203
5 4 -691.265
5 6 617.473
5 7 -957.337
5 8 970.26
5 9 -188.619
5 10 -284.372
5 11 833.041
5 12 -361.623
5 13 -185.138
5 14 -688.273
5 15 313.051
5 16 -880.453
5 17 -588.611
5 18 973.191
5 19 256.442
5 20 -317.471
5 21 -959.413
5 22 644.159
5 23 29.6979
5 24 608.069
5 25 -285.838
6 1 -271.426
6 2 -886.498
6 3 -619.389
6 4 187.802
6 5 -683.876
6 7 -833.98
6 8 -744.394
6 9 -977.245
6 10 -248.587
6 11 63.5293
6 12 876.949
6 13 473.354
6 14 730.02
6 15 361.295
6 16 643.915
6 17 125.818
6 18 109.452
6 19 -388.981
6 20 -482.598
6 21 -749.035
6 22 626.389
6 23 971.359
6 24 941.314
6 25 -215.916
7 1 694.846
7 2 -458.659
