52 2174
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
1 52 -0.0
1 2 -18873.0
1 3 -25770.0
1 6 -23200.0
1 7 -23550.0
1 8 -20219.6
1 9 -23494.0
1 10 -23620.0
1 11 -18221.7
1 13 -23221.7
1 14 -25220.0
1 15 -23213.1
1 16 -24240.0
1 17 -23620.0
1 18 -24310.0
1 19 -23681.6
1 20 -19423.8
1 22 -21130.0
1 23 -18036.9
1 24 -18422.1
1 25 -25220.5
1 26 -19880.0
1 27 -23583.6
1 28 -25165.6
1 29 -22510.0
1 31 -18651.1
1 32 -22990.0
1 33 -23820.0
1 34 -22450.0
1 35 -20784.1
1 36 -21937.8
1 37 -23680.0
1 38 -22640.0
1 39 -24059.5
1 40 -23890.0
1 41 -23800.1
1 43 -20480.4
1 44 -24930.0
1 45 -19860.0
1 46 -25428.4
1 48 -22367.9
1 49 -24551.3
1 50 -20157.9
1 51 -24660.0
2 52 13441.1
2 3 -5191760.0
2 4 -5186470.0
2 6 -5186650.0
2 7 -5191270.0
2 8 -5188770.0
2 9 895.962
2 10 -5191630.0
2 11 -5185190.0
2 13 -5186470.0
2 14 -5191980.0
2 15 -5191000.0
2 16 -5193580.0
2 17 -5192260.0
2 18 -5189870.0
2 19 -5191130.0
2 20 -5188630.0
2 22 -5184870.0
2 23 -5186110.0
2 24 -5183990.0
2 25 -5191780.0
2 26 -5187030.0
2 27 -5191520.0
2 28 -5190740.0
2 29 -5186810.0
2 31 -5187130.0
2 32 -5187630.0
2 33 -2150.0
2 34 -5190880.0
2 35 -5189910.0
2 36 -5188900.0
2 37 -5192180.0
2 38 -5188960.0
2 39 -5193400.0
2 40 -5192670.0
2 41 -5190210.0
2 43 -5189940.0
2 44 -1110.0
2 45 -5189110.0
2 46 -5191700.0
2 47 -5191690.0
2 48 -5186240.0
2 49 458.717
2 50 -5189200.0
2 51 -5190010.0
3 52 13441.1
3 2 -5184860.0
3 4 -5189130.0
3 6 -5189030.0
3 7 -5186510.0
3 8 -5187720.0
3 9 -5188570.0
3 10 -5186870.0
3 11 -5177910.0
3 13 -5191580.0
3 14 -770.0
3 15 -5192610.0
3 16 -5191270.0
3 17 -5192470.0
3 18 -5186020.0
3 19 -5185530.0
3 20 -5186040.0
3 22 -5185360.0
3 23 -5187370.0
3 24 -5187770.0
3 25 -280.491
3 26 -5189270.0
3 27 -5186550.0
3 28 -1065.58
3 29 -5186180.0
3 31 -5187550.0
3 32 -5191480.0
3 33 -5190220.0
3 34 -5191230.0
3 35 -5186200.0
3 36 -5184000.0
3 37 -5187560.0
3 38 -5187560.0
3 39 -5190530.0
3 40 -5188400.0
3 41 719.887
3 43 -5189450.0
3 44 -5190780.0
3 45 -5187640.0
3 46 -68.4151
3 47 -5190710.0
3 48 -5187500.0
3 49 -5190470.0
3 50 -5189410.0
3 51 -5193860.0
4 52 16641.1
4 2 -5180240.0
4 3 -5189800.0
4 6 -970.0
4 7 -5188610.0
4 8 -5185690.0
