50 164
  1
  2
  3
  4
  5
  6
  7
  8
  9
  10
  11
  12
  13
  14
  15
  16
  17
  18
  19
  20
  21
  22
  23
  24
  25
  26
  27
  28
  29
  30
  31
  32
  33
  34
  35
  36
  37
  38
  39
  40
  41
  42
  43
  44
  45
  46
  47
  48
  49
  50
34 7 900
16 6 1000
38 1 300
25 12 450
47 31 300
20 7 150
34 46 600
15 47 450
37 35 50
14 27 500
6 7 550
26 32 950
7 6 950
5 18 1000
33 50 300
16 22 250
11 27 500
42 26 750
21 23 250
7 41 350
4 10 550
3 2 200
50 12 450
27 6 550
19 49 150
40 16 50
18 25 800
29 20 500
3 1 850
12 50 300
1 38 850
8 18 500
31 2 700
4 21 900
24 21 300
6 16 1000
21 24 950
1 21 150
15 13 800
6 39 700
30 32 850
13 26 700
2 1 950
15 43 450
4 12 550
27 11 350
30 4 300
3 17 750
30 27 200
36 7 700
35 25 50
12 13 200
18 5 150
8 32 150
22 16 500
27 16 350
23 21 500
3 6 750
8 25 750
14 28 650
45 34 900
10 4 900
6 11 50
4 47 200
19 17 550
22 46 700
1 19 150
37 22 550
26 13 550
33 43 700
47 15 150
3 5 200
49 19 550
42 48 600
33 2 750
2 33 800
48 50 650
14 12 800
12 4 150
38 5 550
6 27 950
19 1 700
7 34 450
13 22 550
1 3 750
32 26 1000
22 13 50
4 8 50
23 8 700
5 13 250
17 33 250
41 5 550
46 34 850
7 20 100
13 12 700
33 44 950
41 47 850
21 1 600
33 17 900
43 33 1000
29 3 850
25 35 400
12 14 750
25 18 500
21 2 750
39 6 200
13 15 800
12 25 300
7 36 100
21 4 100
11 33 1000
2 3 100
1 9 350
47 4 800
5 3 600
33 11 950
48 42 150
3 21 550
13 5 200
50 48 300
16 27 250
21 10 600
27 30 750
32 30 750
3 4 650
8 4 300
44 33 750
9 1 500
8 23 200
12 34 700
22 37 600
20 29 800
10 21 950
17 3 800
18 8 550
43 15 50
25 8 1000
35 37 750
1 2 100
16 43 700
27 14 1000
6 3 400
31 47 1000
34 12 450
47 41 300
46 22 250
43 16 50
17 19 850
2 31 300
16 40 1000
28 14 950
26 42 150
50 33 150
41 7 50
5 41 400
5 38 750
2 21 150
21 3 200
34 45 750
4 3 350
3 29 750
32 8 900
4 30 400
11 6 250
