12 36
Gdansk
Bydgoszcz
Kolobrzeg
Katowice
Krakow
Bialystok
Lodz
Poznan
Rzeszow
Szczecin
Warsaw
Wroclaw
Gdansk Warsaw 1000
Warsaw Gdansk 1000
Gdansk Kolobrzeg 1000
Kolobrzeg Gdansk 1000
Bydgoszcz Kolobrzeg 1000
Kolobrzeg Bydgoszcz 1000
Bydgoszcz Poznan 1000
Poznan Bydgoszcz 1000
Bydgoszcz Warsaw 1000
Warsaw Bydgoszcz 1000
Kolobrzeg Szczecin 1000
Szczecin Kolobrzeg 1000
Katowice Krakow 1000
Krakow Katowice 1000
Katowice Lodz 1000
Lodz Katowice 1000
Katowice Wroclaw 1000
Wroclaw Katowice 1000
Krakow Rzeszow 1000
Rzeszow Krakow 1000
Krakow Warsaw 1000
Warsaw Krakow 1000
Bialystok Rzeszow 1000
Rzeszow Bialystok 1000
Bialystok Warsaw 1000
Warsaw Bialystok 1000
Lodz Warsaw 1000
Warsaw Lodz 1000
Lodz Wroclaw 1000
Wroclaw Lodz 1000
Poznan Szczecin 1000
Szczecin Poznan 1000
Poznan Wroclaw 1000
Wroclaw Poznan 1000
Gdansk Bialystok 1000
Bialystok Gdansk 1000
