25 90
N01
N02
N03
N04
N05
N06
N07
N08
N09
N10
N11
N12
N13
N14
N15
N16
N17
N18
N19
N20
N21
N22
N23
N24
N25
N01 N02 5000
N02 N01 5000
N03 N07 10000
N07 N03 5000
N03 N09 5000
N09 N03 10000
N03 N10 1000
N10 N03 1000
N05 N04 10000
N04 N05 5000
N06 N04 10000
N04 N06 2500
N06 N05 2500
N05 N06 2500
N06 N07 5000
N07 N06 2500
N06 N08 10000
N08 N06 1000
N08 N07 10000
N07 N08 10000
N08 N09 10000
N09 N08 1000
N10 N12 10000
N12 N10 1000
N11 N10 5000
N10 N11 1000
N11 N12 10000
N12 N11 1000
N13 N14 10000
N14 N13 2500
N15 N09 2500
N09 N15 5000
N15 N11 10000
N11 N15 10000
N15 N13 10000
N13 N15 5000
N15 N14 5000
N14 N15 10000
N15 N16 1000
N16 N15 1000
N15 N18 10000
N18 N15 10000
N15 N20 2500
N20 N15 10000
N15 N21 5000
N21 N15 1000
N15 N22 1000
N22 N15 10000
N15 N25 2500
N25 N15 2500
N16 N09 2500
N09 N16 10000
N16 N10 2500
N10 N16 10000
N16 N11 10000
N11 N16 2500
N16 N12 5000
N12 N16 5000
N17 N10 10000
N10 N17 5000
N17 N16 5000
N16 N17 5000
N18 N19 5000
N19 N18 5000
N20 N19 1000
N19 N20 2500
N20 N21 5000
N21 N20 2500
N20 N24 10000
N24 N20 1000
N22 N09 2500
N09 N22 2500
N22 N20 5000
N20 N22 10000
N22 N23 1000
N23 N22 5000
N22 N24 1000
N24 N22 5000
N24 N23 2500
N23 N24 2500
N25 N01 5000
N01 N25 5000
N25 N02 5000
N02 N25 5000
N25 N03 10000
N03 N25 1000
N25 N04 5000
N04 N25 2500
N25 N09 5000
N09 N25 10000
