50 176
Aachen
Augsburg
Bayreuth
Berlin
Bielefeld
Braunschweig
Bremen
Bremerhaven
Chemnitz
Darmstadt
Dortmund
Dresden
Duesseldorf
Erfurt
Essen
Flensburg
Frankfurt
Freiburg
Fulda
Giessen
Greifswald
Hamburg
Hannover
Kaiserslautern
Karlsruhe
Kassel
Kempten
Kiel
Koblenz
Koeln
Konstanz
Leipzig
Magdeburg
Mannheim
Muenchen
Muenster
Norden
Nuernberg
Oldenburg
Osnabrueck
Passau
Regensburg
Saarbruecken
Schwerin
Siegen
Stuttgart
Trier
Ulm
Wesel
Wuerzburg
Essen Duesseldorf 5000
Duesseldorf Essen 5000
Essen Dortmund 2000
Dortmund Essen 2000
Essen Wesel 8000
Wesel Essen 8000
Duesseldorf Koeln 8000
Koeln Duesseldorf 8000
Koeln Aachen 2000
Aachen Koeln 2000
Koeln Koblenz 8000
Koblenz Koeln 8000
Dortmund Muenster 5000
Muenster Dortmund 5000
Dortmund Siegen 2400
Siegen Dortmund 2400
Dortmund Kassel 2400
Kassel Dortmund 2400
Aachen Wesel 5000
Wesel Aachen 5000
Aachen Trier 5000
Trier Aachen 5000
Muenster Bielefeld 5000
Bielefeld Muenster 5000
Muenster Osnabrueck 8000
Osnabrueck Muenster 8000
Koblenz Siegen 2400
Siegen Koblenz 2400
Koblenz Frankfurt 2000
Frankfurt Koblenz 2000
Koblenz Kaiserslautern 8000
Kaiserslautern Koblenz 8000
Koblenz Trier 5000
Trier Koblenz 5000
Siegen Bielefeld 2000
Bielefeld Siegen 2000
Siegen Giessen 8000
Giessen Siegen 8000
Wesel Oldenburg 8000
Oldenburg Wesel 8000
Wesel Norden 5000
Norden Wesel 5000
Berlin Leipzig 2400
Leipzig Berlin 2400
Berlin Dresden 2400
Dresden Berlin 2400
Berlin Schwerin 5000
Schwerin Berlin 5000
Berlin Magdeburg 2000
Magdeburg Berlin 2000
Berlin Greifswald 2000
Greifswald Berlin 2000
Leipzig Dresden 2400
Dresden Leipzig 2400
Leipzig Erfurt 8000
Erfurt Leipzig 8000
Leipzig Magdeburg 5000
Magdeburg Leipzig 5000
Leipzig Bayreuth 8000
Bayreuth Leipzig 8000
Dresden Erfurt 5000
Erfurt Dresden 5000
Dresden Chemnitz 2000
Chemnitz Dresden 2000
Erfurt Chemnitz 5000
Chemnitz Erfurt 5000
Erfurt Kassel 5000
Kassel Erfurt 5000
Erfurt Wuerzburg 2400
Wuerzburg Erfurt 2400
Chemnitz Bayreuth 5000
Bayreuth Chemnitz 5000
Schwerin Magdeburg 2400
Magdeburg Schwerin 2400
Schwerin Greifswald 8000
Greifswald Schwerin 8000
Schwerin Hamburg 5000
Hamburg Schwerin 5000
Schwerin Kiel 8000
Kiel Schwerin 8000
Magdeburg Braunschweig 2000
Braunschweig Magdeburg 2000
Hamburg Kiel 2400
Kiel Hamburg 2400
Hamburg Hannover 2000
Hannover Hamburg 2000
Hamburg Braunschweig 2400
Braunschweig Hamburg 2400
Bremen Oldenburg 8000
Oldenburg Bremen 8000
Bremen Bremerhaven 5000
Bremerhaven Bremen 5000
Bremen Hannover 2400
Hannover Bremen 2400
Kiel Flensburg 8000
Flensburg Kiel 8000
Oldenburg Norden 5000
Norden Oldenburg 5000
Oldenburg Osnabrueck 2400
Osnabrueck Oldenburg 2400
Flensburg Bremerhaven 5000
Bremerhaven Flensburg 5000
Hannover Bielefeld 5000
Bielefeld Hannover 5000
Hannover Braunschweig 2000
Braunschweig Hannover 2000
Hannover Osnabrueck 8000
Osnabrueck Hannover 8000
Bielefeld Braunschweig 8000
Braunschweig Bielefeld 8000
Braunschweig Kassel 8000
Kassel Braunschweig 8000
Kassel Giessen 5000
Giessen Kassel 5000
Kassel Fulda 5000
Fulda Kassel 5000
Frankfurt Darmstadt 8000
Darmstadt Frankfurt 8000
Frankfurt Giessen 8000
Giessen Frankfurt 8000
Frankfurt Fulda 2400
Fulda Frankfurt 2400
Darmstadt Mannheim 2000
Mannheim Darmstadt 2000
Darmstadt Kaiserslautern 2000
Kaiserslautern Darmstadt 2000
Mannheim Karlsruhe 5000
Karlsruhe Mannheim 5000
Kaiserslautern Saarbruecken 8000
Saarbruecken Kaiserslautern 8000
