15 44
N1
N2
N3
N4
N5
N6
N7
N8
N9
N10
N11
N12
N13
N14
N15
N1 N6 1000
N6 N1 1000
N1 N7 1000
N7 N1 1000
N1 N8 1000
N8 N1 1000
N2 N3 1000
N3 N2 1000
N2 N5 1000
N5 N2 1000
N2 N6 1000
N6 N2 1000
N3 N5 1000
N5 N3 1000
N3 N8 1000
N8 N3 1000
N4 N5 1000
N5 N4 1000
N4 N6 1000
N6 N4 1000
N6 N13 1000
N13 N6 1000
N7 N10 1000
N10 N7 1000
N7 N14 1000
N14 N7 1000
N8 N9 1000
N9 N8 1000
N8 N15 1000
N15 N8 1000
N9 N10 1000
N10 N9 1000
N9 N12 1000
N12 N9 1000
N9 N15 1000
N15 N9 1000
N10 N12 1000
N12 N10 1000
N11 N13 1000
N13 N11 1000
N11 N14 1000
N14 N11 1000
N13 N14 1000
N14 N13 1000
