50 176
Aachen
Augsburg
Bayreuth
Berlin
Bielefeld
Braunschweig
Bremen
Bremerhaven
Chemnitz
Darmstadt
Dortmund
Dresden
Duesseldorf
Erfurt
Essen
Flensburg
Frankfurt
Freiburg
Fulda
Giessen
Greifswald
Hamburg
Hannover
Kaiserslautern
Karlsruhe
Kassel
Kempten
Kiel
Koblenz
Koeln
Konstanz
Leipzig
Magdeburg
Mannheim
Muenchen
Muenster
Norden
Nuernberg
Oldenburg
Osnabrueck
Passau
Regensburg
Saarbruecken
Schwerin
Siegen
Stuttgart
Trier
Ulm
Wesel
Wuerzburg
Essen Duesseldorf 1000
Duesseldorf Essen 1000
Essen Dortmund 1000
Dortmund Essen 1000
Essen Wesel 1000
Wesel Essen 1000
Duesseldorf Koeln 1000
Koeln Duesseldorf 1000
Koeln Aachen 1000
Aachen Koeln 1000
Koeln Koblenz 1000
Koblenz Koeln 1000
Dortmund Muenster 1000
Muenster Dortmund 1000
Dortmund Siegen 1000
Siegen Dortmund 1000
Dortmund Kassel 1000
Kassel Dortmund 1000
Aachen Wesel 1000
Wesel Aachen 1000
Aachen Trier 1000
Trier Aachen 1000
Muenster Bielefeld 1000
Bielefeld Muenster 1000
Muenster Osnabrueck 1000
Osnabrueck Muenster 1000
Koblenz Siegen 1000
Siegen Koblenz 1000
Koblenz Frankfurt 1000
Frankfurt Koblenz 1000
Koblenz Kaiserslautern 1000
Kaiserslautern Koblenz 1000
Koblenz Trier 1000
Trier Koblenz 1000
Siegen Bielefeld 1000
Bielefeld Siegen 1000
Siegen Giessen 1000
Giessen Siegen 1000
Wesel Oldenburg 1000
Oldenburg Wesel 1000
Wesel Norden 1000
Norden Wesel 1000
Berlin Leipzig 1000
Leipzig Berlin 1000
Berlin Dresden 1000
Dresden Berlin 1000
Berlin Schwerin 1000
Schwerin Berlin 1000
Berlin Magdeburg 1000
Magdeburg Berlin 1000
Berlin Greifswald 1000
Greifswald Berlin 1000
Leipzig Dresden 1000
Dresden Leipzig 1000
Leipzig Erfurt 1000
Erfurt Leipzig 1000
Leipzig Magdeburg 1000
Magdeburg Leipzig 1000
Leipzig Bayreuth 1000
Bayreuth Leipzig 1000
Dresden Erfurt 1000
Erfurt Dresden 1000
Dresden Chemnitz 1000
Chemnitz Dresden 1000
Erfurt Chemnitz 1000
Chemnitz Erfurt 1000
Erfurt Kassel 1000
Kassel Erfurt 1000
Erfurt Wuerzburg 1000
Wuerzburg Erfurt 1000
Chemnitz Bayreuth 1000
Bayreuth Chemnitz 1000
Schwerin Magdeburg 1000
