12 36
Gdansk
Bydgoszcz
Kolobrzeg
Katowice
Krakow
Bialystok
Lodz
Poznan
Rzeszow
Szczecin
Warsaw
Wroclaw
Gdansk Warsaw 1000
Warsaw Gdansk 5000
Gdansk Kolobrzeg 2500
Kolobrzeg Gdansk 10000
Bydgoszcz Kolobrzeg 10000
Kolobrzeg Bydgoszcz 10000
Bydgoszcz Poznan 1000
Poznan Bydgoszcz 5000
Bydgoszcz Warsaw 10000
Warsaw Bydgoszcz 10000
Kolobrzeg Szczecin 5000
Szczecin Kolobrzeg 5000
Katowice Krakow 2500
Krakow Katowice 10000
Katowice Lodz 2500
Lodz Katowice 5000
Katowice Wroclaw 2500
Wroclaw Katowice 10000
Krakow Rzeszow 5000
Rzeszow Krakow 5000
Krakow Warsaw 5000
Warsaw Krakow 10000
Bialystok Rzeszow 5000
Rzeszow Bialystok 2500
Bialystok Warsaw 1000
Warsaw Bialystok 1000
Lodz Warsaw 2500
Warsaw Lodz 2500
Lodz Wroclaw 5000
Wroclaw Lodz 10000
Poznan Szczecin 10000
Szczecin Poznan 5000
Poznan Wroclaw 10000
Wroclaw Poznan 10000
Gdansk Bialystok 5000
Bialystok Gdansk 10000
