25 90
N01
N02
N03
N04
N05
N06
N07
N08
N09
N10
N11
N12
N13
N14
N15
N16
N17
N18
N19
N20
N21
N22
N23
N24
N25
N01 N02 1000
N02 N01 5000
N03 N07 2500
N07 N03 1000
N03 N09 2500
N09 N03 5000
N03 N10 10000
N10 N03 2500
N05 N04 2500
N04 N05 5000
N06 N04 1000
N04 N06 2500
N06 N05 5000
N05 N06 2500
N06 N07 1000
N07 N06 2500
N06 N08 2500
N08 N06 10000
N08 N07 10000
N07 N08 5000
N08 N09 10000
N09 N08 2500
N10 N12 10000
N12 N10 5000
N11 N10 10000
N10 N11 5000
N11 N12 10000
N12 N11 5000
N13 N14 2500
N14 N13 1000
N15 N09 10000
N09 N15 5000
N15 N11 5000
N11 N15 1000
N15 N13 5000
N13 N15 2500
N15 N14 5000
N14 N15 5000
N15 N16 5000
N16 N15 2500
N15 N18 10000
N18 N15 5000
N15 N20 5000
N20 N15 5000
N15 N21 2500
N21 N15 1000
N15 N22 1000
N22 N15 5000
N15 N25 10000
N25 N15 10000
N16 N09 5000
N09 N16 10000
N16 N10 10000
N10 N16 2500
N16 N11 10000
N11 N16 10000
N16 N12 5000
N12 N16 5000
N17 N10 5000
N10 N17 2500
N17 N16 5000
N16 N17 10000
N18 N19 5000
N19 N18 5000
N20 N19 2500
N19 N20 5000
N20 N21 2500
N21 N20 10000
N20 N24 1000
N24 N20 5000
N22 N09 5000
N09 N22 5000
N22 N20 5000
N20 N22 1000
N22 N23 2500
N23 N22 5000
N22 N24 1000
N24 N22 2500
N24 N23 5000
N23 N24 5000
N25 N01 10000
N01 N25 10000
N25 N02 10000
N02 N25 5000
N25 N03 10000
N03 N25 10000
N25 N04 2500
N04 N25 10000
N25 N09 10000
N09 N25 10000
