15 44
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
0 5 129.252
0 6 129.252
0 7 129.252
9 11 129.252
9 6 129.252
9 8 129.252
10 12 258.503
10 13 258.503
11 9 129.252
11 8 129.252
12 10 129.252
12 13 387.755
12 5 129.252
13 10 129.252
13 12 129.252
13 6 129.252
14 7 428.571
14 8 0
1 2 129.252
1 4 1546.94
1 5 1115.65
2 1 -741.497
2 4 1632.65
2 7 115.646
3 4 1632.65
3 5 986.395
4 1 -1503.4
4 2 -1278.91
4 3 -1374.15
5 0 129.252
5 12 0
5 1 129.252
5 3 129.252
6 0 129.252
6 9 129.252
6 13 129.252
7 0 129.252
7 14 258.503
7 2 129.252
7 8 129.252
8 9 129.252
8 11 741.497
8 14 258.503
8 7 414.966
