50 176
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
0 29 0
0 46 0
0 48 0
1 34 0
1 47 -8.88178e-13
1 49 0
2 8 0
2 31 0
2 37 0
3 11 0
3 20 0
3 31 -0
3 32 0
3 43 0
4 5 530.952
4 22 428.954
4 35 0
4 44 612.004
5 4 81.0523
5 21 0
5 22 39.0814
5 25 0
5 32 81.0523
6 7 136.023
6 22 1802
6 38 1321.94
7 6 -0
7 15 0
8 2 -0
8 11 -0
8 13 0
9 16 -6.93183e-14
9 23 0
9 33 0
10 14 -6.38378e-12
10 25 -81.0523
10 35 -612.004
10 44 -0
11 3 -0
11 8 -0
11 13 -0
11 31 -5.5728e-12
12 14 0
12 29 -0
13 8 -0
13 11 -0
13 25 -81.0523
13 31 -0
13 49 -8.88178e-13
14 10 551.832
14 12 -0
14 48 -0
15 7 -0
15 27 1707.95
16 9 6.37674
16 18 0
16 19 0
16 28 0
17 24 0
17 30 0
18 16 6.37674
18 19 -0
18 25 -74.6756
18 49 6.37674
19 16 6.37674
19 18 -0
19 25 -74.6756
19 44 6.37674
20 3 -0
20 43 -0
21 5 -0
21 22 -81.8081
21 27 81.0523
21 43 81.0523
22 4 2546.51
22 5 2465.46
22 6 536.501
22 21 4187.61
22 39 0
23 9 -0
23 24 -0
23 28 -6.37674
23 42 0
24 17 -0
24 23 -0
24 33 -0
24 42 -0
24 45 0
25 5 1.06581e-12
25 10 612.695
25 13 81.0523
25 18 74.6756
25 19 74.6756
26 30 0
26 34 -0
27 15 -0
27 21 -81.0523
27 43 -0
28 16 6.37674
28 23 6.37674
28 29 6.37674
28 44 6.37674
28 46 6.37674
29 0 -0
29 12 -0
29 28 -6.37674
30 17 -0
30 26 -0
30 45 -0
31 2 -0
31 3 -0
31 11 -0
31 13 -0
31 32 -0
32 3 -0
32 5 -81.0523
32 31 -0
32 43 -0
33 9 -0
33 24 -0
34 1 -0
34 26 -0
34 37 -0
34 40 0
34 41 0
35 4 784.381
35 10 1336.21
35 39 -1741.94
36 38 0
36 48 433.952
37 2 -0
37 34 -0
37 41 -0
37 49 -0
38 6 329.467
38 36 208.971
38 39 -2024.48
38 48 663.113
39 22 2811.27
39 35 2402.51
39 38 2351.4
40 34 -0
40 41 -0
41 34 -0
41 37 -0
41 40 -0
42 23 -0
42 24 4.44089e-13
42 46 -0
43 3 7.7412e-12
43 20 -0
43 21 -81.0523
43 27 -0
43 32 -0
44 4 -0
44 10 531.643
44 19 -6.37674
44 28 -6.37674
45 24 -0
45 30 -0
45 47 -0
45 49 -0
46 0 -0
46 28 -6.37674
46 42 -0
47 1 -0
47 45 -0
48 0 276.863
48 14 297.052
48 36 -224.981
48 38 -224.981
49 1 6.21725e-12
49 13 -0
49 18 -6.37674
49 37 -0
49 45 -5.95552e-14
