25 90
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
0 1 0
0 24 0
1 0 -0
1 24 -0
2 6 0
2 8 0
2 9 0
2 24 230.019
3 4 0
3 5 81.8713
3 24 0
4 3 222.222
4 5 -0
5 3 66.2768
5 4 -0
5 6 1.66533e-13
5 7 0
6 2 148.148
6 5 163.743
6 7 7.79727
7 5 8.17124e-14
7 6 -0
7 8 -163.743
8 2 703.704
8 7 703.704
8 14 0
8 15 0
8 21 0
8 24 703.704
9 2 -0
9 10 0
9 11 0
9 15 -703.704
9 16 0
10 9 -155.945
10 11 74.0741
10 14 -703.704
10 15 -703.704
11 9 -0
11 10 81.8713
11 15 -703.704
12 13 0
12 14 -703.704
13 12 -0
13 14 -703.704
14 8 859.649
14 10 703.704
14 12 703.704
14 13 703.704
14 15 74.0741
14 17 1703.7
14 19 859.649
14 20 0
14 21 859.649
14 24 703.704
15 8 785.575
15 9 703.704
15 10 785.575
15 11 859.649
15 14 0
15 16 703.704
16 9 155.945
16 15 -703.704
17 14 -1703.7
17 18 0
18 17 844.055
18 19 -1007.8
19 14 74.0741
19 18 1592.59
19 20 -859.649
19 21 0
19 23 0
20 14 859.649
20 19 859.649
21 8 -0
21 14 74.0741
21 19 0
21 22 0
21 23 81.8713
22 21 0
22 23 81.8713
23 19 0
23 21 -0
23 22 0
24 0 -0
24 1 -0
24 2 74.0741
24 3 -0
24 8 -230.019
24 14 -703.704
