50 176
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
0 29 0
0 46 0
0 48 0
1 34 0
1 47 0
1 49 0
2 8 0
2 31 0
2 37 0
3 11 0
3 20 0
3 31 -0
3 32 0
3 43 0
4 5 477.319
4 22 0
4 35 0
4 44 497.828
5 4 64.2738
5 21 0
5 22 -523.851
5 25 1.33227e-12
5 32 64.2738
6 7 1312.22
6 22 1162.43
6 38 1425.56
7 6 -0
7 15 0
8 2 -0
8 11 -0
8 13 0
9 16 74.937
9 23 0
9 33 0
10 14 0
10 25 -64.2738
10 35 -533.924
10 44 -64.2738
11 3 -0
11 8 -0
11 13 -0
11 31 -0
12 14 0
12 29 -0
13 8 -0
13 11 -0
13 25 -64.2738
13 31 -0
13 49 5.03937e-13
14 10 457.281
14 12 -0
14 48 -0
15 7 -0
15 27 373.44
16 9 -0
16 18 0
16 19 0
16 28 0
17 24 0
17 30 0
18 16 54.4288
18 19 -0
18 25 -64.2738
18 49 -0
19 16 54.4288
19 18 -0
19 25 -64.2738
19 44 -64.2738
20 3 -0
20 43 -0
21 5 -0
21 22 -492.313
21 27 64.2738
21 43 64.2738
22 4 3379.04
22 5 3314.76
22 6 2327.12
22 21 2262.85
22 39 0
23 9 -0
23 24 -0
23 28 -0
23 42 0
24 17 -0
24 23 -0
24 33 -0
24 42 -0
24 45 0
25 5 -0
25 10 462.184
25 13 64.2738
25 18 64.2738
25 19 64.2738
26 30 0
26 34 -0
27 15 -0
27 21 -64.2738
27 43 -0
28 16 44.6055
28 23 18.354
28 29 -0
28 44 -64.2738
28 46 18.354
29 0 20.5082
29 12 -0
29 28 -0
30 17 -0
30 26 -0
30 45 -0
31 2 -0
31 3 -0
31 11 -0
31 13 -0
31 32 -0
32 3 -0
32 5 -64.2738
32 31 -0
32 43 -0
33 9 -0
33 24 -0
34 1 -0
34 26 -0
34 37 -0
34 40 0
34 41 0
35 4 662.299
35 10 1147.76
35 39 -2703.9
36 38 0
36 48 178.744
37 2 -0
37 34 -0
37 41 -0
37 49 -0
38 6 137.242
38 36 55.3354
38 39 -3100.58
38 48 260.102
39 22 3298.37
39 35 3300.52
39 38 3589.68
40 34 -0
40 41 -0
41 34 -0
41 37 -0
41 40 -0
42 23 10.685
42 24 10.685
42 46 -0
43 3 -0
43 20 -0
43 21 -64.2738
43 27 -0
43 32 -0
44 4 64.2738
44 10 482.692
44 19 92.4511
44 28 64.2738
45 24 -0
45 30 -0
45 47 -0
45 49 -0
46 0 -0
46 28 -0
46 42 -0
47 1 -0
47 45 -0
48 0 218.052
48 14 210.383
48 36 -68.0728
48 38 -116.758
49 1 -0
49 13 -0
49 18 -0
49 37 -0
49 45 -0
